chembl_id;organism;canonical_smiles;PPB /%
CHEMBL251770;Rattus norvegicus;CC(C)NC(=O)N1CCN(c2ccc(C3CC(c4ccc([N+](=O)[O-])o4)=NO3)cc2)CC1;97.3
CHEMBL251769;Rattus norvegicus;CCOC(=O)N1CCN(c2ccc(C3CC(c4ccc([N+](=O)[O-])o4)=NO3)cc2)CC1;99.0
CHEMBL251558;Rattus norvegicus;O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)o1;99.9
CHEMBL250699;Rattus norvegicus;COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1;98.7
CHEMBL250483;Mus musculus;CC1(C)[C@H]2CC=C(CN3CCC(Nc4nc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)ns4)CC3)[C@@H]1C2;99.7
CHEMBL250403;Rattus norvegicus;CCCN1CCO[C@H](c2cccc(O)c2)C1;41.0
CHEMBL249890;Rattus norvegicus;CN(C)C(=O)Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)CC(=O)O)cc21;1.0
CHEMBL249889;Rattus norvegicus;CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)n(CC(=O)N(C)C)c2c1;0.8
CHEMBL249506;Rattus norvegicus;CN(C)CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N(C)C)c2c1;1.9
CHEMBL249483;Rattus norvegicus;CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21;0.8
CHEMBL249309;Rattus norvegicus;CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)Cc3ccccc3)cc21;0.1
CHEMBL249308;Rattus norvegicus;CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)c3ccccc3)cc21;0.3
CHEMBL249101;Rattus norvegicus;CN1CCCC(CN(C)C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3ccc(-c4noc(=O)[nH]4)cc32)C1;2.1
CHEMBL248729;Mus musculus;O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCCCC4)cc3)C2)o1;98.8
CHEMBL247570;Rattus norvegicus;CN(C)S(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;97.0
CHEMBL247044;Rattus norvegicus;CC(=O)C1=NN(c2cc(C)ccc2F)C[C@@]1(CCCN(C)C)c1ccccc1;96.0
CHEMBL246774;Rattus norvegicus;CNC(=O)c1cc(F)ccc1CNC(=O)c1ncc2cccnc2c1O;98.0
CHEMBL246744;Rattus norvegicus;CNC(=O)Cc1ccccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;92.0
CHEMBL246535;Rattus norvegicus;O=C(NCc1ccccc1)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;99.0
CHEMBL245719;Rattus norvegicus;CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;92.0
CHEMBL245717;Rattus norvegicus;CN(C)C(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;90.0
CHEMBL245519;Rattus norvegicus;NS(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;98.0
CHEMBL244963;Rattus norvegicus;CN1CCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;52.0
CHEMBL244904;Rattus norvegicus;CN1CCSCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;83.0
CHEMBL244754;Rattus norvegicus;CN1CCN(C)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1;72.0
CHEMBL244610;Mus musculus;O=C(Nc1ccc2ccccc2c1)NC1CCN(C/C2=C/CCCCCC2)CC1;99.9
CHEMBL244520;Rattus norvegicus;CN1CC(F)(F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;88.0
CHEMBL244403;Rattus norvegicus;CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12;99.0
CHEMBL2441952;Mus musculus;Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N(C)C)C2;14.0
CHEMBL243150;Rattus norvegicus;CN1CCN(S(C)(=O)=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;69.0
CHEMBL2431192;Rattus norvegicus;C[C@@H](NC(=O)c1ccc(C#Cc2cccc(F)c2)cn1)C(C)(C)O;2.8
CHEMBL2431186;Rattus norvegicus;O=C(NC1CCC1)c1ccc(C#Cc2cccc(F)c2)cn1;99.0
CHEMBL2431120;Mus musculus;COc1cc2nc(C3CC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC;99.7
CHEMBL2431090;Rattus norvegicus;Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O;99.2
CHEMBL2430737;Rattus norvegicus;C[C@@H](Nc1nc(-c2cccc(C(=O)O)c2)cnc1N)c1ccccc1;96.0
CHEMBL2430727;Rattus norvegicus;Cc1ccc(C(=O)O)cc1-c1cnc(N)c(N[C@H](C)c2ccc(Cl)cc2)n1;99.0
CHEMBL2426616;Rattus norvegicus;CN1CCc2nc(COc3ccccc3)sc2C1=O;93.0
CHEMBL2424928;Mus musculus;O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1;42.29
CHEMBL242137;Rattus norvegicus;CN1C[C@H](O)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;78.0
CHEMBL2419745;Rattus norvegicus;N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)s1;85.3
CHEMBL2419525;Mus musculus;O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1;90.0
CHEMBL2419524;Mus musculus;O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)N1Cc2ccncc2C1;90.0
CHEMBL2419516;Mus musculus;Nc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1;90.0
CHEMBL2419044;Rattus norvegicus;Cc1ccccc1N1CC(C)(C)N([C@H]2CNC[C@@H](C(=O)N[C@H](CC(C)C)c3ccc(F)cn3)C2)CC1=O.O=C(O)/C=C/C(=O)O;63.0
CHEMBL2414533;Mus musculus;COc1ccc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)cc1;96.2
CHEMBL2409627;Mus musculus;COCC[C@H]1C[C@@H]1c1cncc(OC[C@@H]2CCCN2C)c1.O=C(O)C(F)(F)F;11.0
CHEMBL2408236;Mus musculus;COc1cccc(-c2ccc(-n3c(Cl)cc4[nH]c(=O)c(-c5cccc(C(=O)O)c5)c(O)c43)cc2)c1O;99.9
CHEMBL2408235;Mus musculus;COc1cccc(-c2ccc(-n3c(Cl)cc4[nH]c(=O)c(-c5ccccc5)c(O)c43)cc2)c1O;99.9
CHEMBL2408234;Mus musculus;CCc1ccc(-n2c(Cl)cc3[nH]c(=O)c(-c4ccccc4)c(O)c32)cc1;99.8
CHEMBL2408233;Mus musculus;N#Cc1c(O)c2c(cc(Cl)n2-c2ccc(-c3ccsc3)cc2)[nH]c1=O;99.9
CHEMBL2408232;Mus musculus;Cc1ccc(-c2ccc(-n3c(Cl)cc4[nH]c(=O)c(C#N)c(O)c43)cc2)cc1;99.9
CHEMBL2408231;Mus musculus;COc1cccc(-c2ccc(-n3c(Cl)cc4[nH]c(=O)c(C#N)c(O)c43)cc2)c1O;99.9
CHEMBL2408230;Mus musculus;COc1cccc(-c2ccc(-n3ccc4[nH]c(=O)c(C#N)c(O)c43)cc2)c1O;99.3
CHEMBL2407927;Mus musculus;[11CH3]C(N)C(=O)CCC(=O)O;2.7
CHEMBL2407900;Mus musculus;COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2;99.0
CHEMBL240597;Bos taurus;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O;98.5
CHEMBL2403689;Rattus norvegicus;O=C(C1CC(F)(F)C1)N1CCc2nc(C#Cc3ccccc3)sc2C1;98.8
CHEMBL2403669;Rattus norvegicus;CN1CCc2nc(C#Cc3ccccc3)sc2C1;93.9
CHEMBL2403659;Rattus norvegicus;CN1CCc2nc(C#Cc3ccccc3)sc2C1=O;95.1
CHEMBL2403584;Rattus norvegicus;O=C(N1CCCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1;95.3
CHEMBL2403317;Rattus norvegicus;COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F;99.5
CHEMBL2402276;Mus musculus;CC1=C2CC(C)(C)/C=C/C(=O)/C(C)=C\C3=C[C@H](C)C[C@]3(O2)C1=O;74.0
CHEMBL2401832;Rattus norvegicus;C[C@@H](Oc1c(N)ncc2c(C3=CCN(C(N)=O)CC3)coc12)c1c(Cl)ccc(F)c1Cl;98.2
CHEMBL24;Mus musculus;CC(C)NCC(O)COc1ccc(CC(N)=O)cc1;0.0
CHEMBL2397992;Rattus norvegicus;COc1cc(OC)c(/C=C/S(=O)(=O)Nc2ccc(OC)c(N)c2)c(OC)c1;99.73
CHEMBL2397497;Mus musculus;CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)c2ccc(=O)n(-c3ccccc3)c2)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O;46.0
CHEMBL2397199;Rattus norvegicus;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C2(C)CC2)n1;97.1
CHEMBL2397186;Rattus norvegicus;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C)n1;94.0
CHEMBL2396661;Rattus norvegicus;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1;94.3
CHEMBL239325;Mus musculus;Cc1ccc2c(c1)[n+]([O-])c(NCCN(C)C)n[n+]2[O-];96.0
CHEMBL2387692;Rattus norvegicus;Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1;98.8
CHEMBL2387224;Mus musculus;O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl;96.0
CHEMBL2387223;Mus musculus;N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1;95.0
CHEMBL2387222;Mus musculus;O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(F)cccc1Cl;87.8
CHEMBL2387221;Rattus norvegicus;N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1;91.8
CHEMBL2387127;Rattus norvegicus;O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl;98.2
CHEMBL2387124;Rattus norvegicus;N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1;94.1
CHEMBL2387083;Mus musculus;Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(CCO)c4)cc2OCC3)n(C(C)C)n1;98.2
CHEMBL2387080;Rattus norvegicus;Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1;98.0
CHEMBL2387079;Mus musculus;CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(-c3cnn(CC(C)(C)O)c3)cc1OCC2;98.3
CHEMBL238685;Mus musculus;[O-][n+]1nc(NCCN2CCOCC2)[n+]([O-])c2ccccc21;104.9
CHEMBL2386653;Rattus norvegicus;C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CCCOC1;39.0
CHEMBL2386636;Rattus norvegicus;C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CCC#N)CC1;68.0
CHEMBL2386635;Rattus norvegicus;C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1;63.0
CHEMBL2386633;Rattus norvegicus;C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](C#N)CC1;38.0
CHEMBL2386629;Rattus norvegicus;C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](NCC(F)(F)F)CC1;56.0
CHEMBL2386545;Mus musculus;COCCOc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)cc1;98.5
CHEMBL2386544;Mus musculus;O=C(NCc1ccc(F)cc1)c1cnn2c1N[C@@H](c1ccc(N3CCOCC3)cc1)C[C@H]2C(F)(F)F;98.4
CHEMBL2386543;Mus musculus;Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)o1;99.0
CHEMBL2386384;Mus musculus;Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)nc1;95.8
CHEMBL2386383;Mus musculus;Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)cc1;99.0
CHEMBL2386382;Mus musculus;COCCOc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cn4)c3N2)cc1;89.2
CHEMBL2386381;Mus musculus;Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cn4)c3N2)nc1;87.2
CHEMBL2386380;Mus musculus;Cc1ccc([C@H]2C[C@@H](C(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)nc1;94.8
CHEMBL2386379;Mus musculus;Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cn4)c3N2)cc1;99.0
CHEMBL2386378;Mus musculus;COc1ccc(CNC(=O)c2cnn3c2N[C@@H](c2ccc(C)cc2)C[C@H]3C(F)(F)F)cn1;99.0
CHEMBL2386377;Mus musculus;O=C(NCc1ccc(F)cc1)c1cnn2c1N[C@@H](c1ccc(OC3COC3)cc1)C[C@H]2C(F)(F)F;97.6
CHEMBL2385886;Mus musculus;COc1ccc(C#Cc2ccc(C(=O)N3CCC[C@@H](O)C3)c(F)c2)cc1;97.0
CHEMBL2385268;Mus musculus;CC1(C)CC=C(c2ccccc2)c2cc(/C=C/c3ccc(C(=O)O)cc3)ccc21;95.3
CHEMBL2385096;Rattus norvegicus;C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@@H](NCC(F)(F)F)C1;49.0
CHEMBL2381958;Rattus norvegicus;CC1(C)OC(=O)N(c2ccc(C(=O)Nc3cccc4cccnc34)cc2)[C@H]1c1ccccc1;99.9
CHEMBL2381946;Mus musculus;CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4c(F)c(C#N)ccc43)CC2)[C@H]1c1ccccc1;94.9
CHEMBL2381945;Mus musculus;CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cc(C#N)c(F)cc43)CC2)[C@H]1c1ccccc1;95.9
CHEMBL2381936;Mus musculus;CC1(C)OC(=O)N([C@H]2CC[C@H](NC(=O)c3ccnc4cc(F)cnc34)CC2)[C@H]1c1ccccc1;91.8
CHEMBL2381935;Sus scrofa;CC1(C)OC(=O)N([C@H]2CC[C@H](NC(=O)c3ccnc4cccnc34)CC2)[C@H]1c1ccccc1;91.6
CHEMBL2381934;Mus musculus;CC1(C)OC(=O)N([C@H]2CC[C@H](NC(=O)c3cccc4cccnc34)CC2)[C@H]1c1ccccc1;97.7
CHEMBL2381898;Rattus norvegicus;CN(C)Cc1ccccc1-c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1;99.56
CHEMBL2381373;Mus musculus;CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CCO)c3)ccc1-2;99.8
CHEMBL238095;Rattus norvegicus;Cc1ccccc1NC1=NC(=O)C(C(C)C)S1;99.6
CHEMBL2380687;Mus musculus;CC(C)CCNc1ccc(-c2cnc3ccc(NC4CCN(C)CC4)nn23)cn1;86.0
CHEMBL2377769;Mus musculus;CC1CCc2sc(NC(=O)CN3CCN(c4ccc(F)cc4)CC3)nc2C1;99.57
CHEMBL237501;Rattus norvegicus;COc1cccc(OC)c1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2[nH]1;90.0
CHEMBL237394;Rattus norvegicus;CCOc1ccc(-n2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c2C)nn1;83.0
CHEMBL237191;Rattus norvegicus;Cc1nc(N2CCCC2)ncc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1;84.0
CHEMBL237087;Rattus norvegicus;C(#Cc1cccc(CN2CCOCC2)c1)CCN1CCCCC1;45.0
CHEMBL235393;Rattus norvegicus;Cc1ccc(C(=O)N2CC3CNCC(C2)O3)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2;66.0
CHEMBL234952;Rattus norvegicus;O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1;0.2
CHEMBL234951;Rattus norvegicus;O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1;0.36
CHEMBL234950;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CCCO)C1=O)c1cc2cc(Cl)sc2[nH]1;0.22
CHEMBL2348862;Rattus norvegicus;CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1;65.0
CHEMBL2347404;Mus musculus;Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5cccc(N6CCOCC6)c5)cc34)cc2Cl)c1;99.6
CHEMBL2338352;Rattus norvegicus;O=C(NCC1(N2CCN(c3ccccc3)CC2)CCOCC1)c1cccnc1Sc1ccccc1;98.3
CHEMBL2338351;Rattus norvegicus;CN1CCc2c(cccc2C(=O)NCC2(N3CCN(c4ccccc4)CC3)CCCCC2)C1;95.6
CHEMBL233658;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1;0.21
CHEMBL233657;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2sc(Cl)c(Cl)c2[nH]1;0.23
CHEMBL233656;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2cc(Cl)ccc2[nH]1;0.06
CHEMBL2336071;Rattus norvegicus;CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1;99.9
CHEMBL2334766;Mus musculus;CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2C(=O)COC)cc1;93.0
CHEMBL2334765;Rattus norvegicus;CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2C(C)=O)cc1;84.0
CHEMBL2334764;Rattus norvegicus;CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2S(C)(=O)=O)cc1;90.0
CHEMBL2334763;Mus musculus;CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2C2COC2)cc1;76.0
CHEMBL2334761;Mus musculus;CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2C)cc1;68.0
CHEMBL2334754;Mus musculus;CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)[C@@H]2CC[C@H](C3)N2C)cc1;20.0
CHEMBL2334753;Mus musculus;CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)[C@H]2CC[C@@H](C3)N2C)cc1;27.0
CHEMBL233447;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2cc(Cl)sc2[nH]1;0.25
CHEMBL233446;Rattus norvegicus;N#CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.09
CHEMBL2333770;Rattus norvegicus;CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1;99.8
CHEMBL233362;Mus musculus;CCC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1;99.0
CHEMBL2333365;Rattus norvegicus;Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F;85.0
CHEMBL2332840;Rattus norvegicus;O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1;87.96
CHEMBL233240;Rattus norvegicus;CS(=O)(=O)NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.37
CHEMBL233239;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CC(=O)N2C[C@H](O)[C@H](O)C2)C1=O)c1cc2cc(Cl)sc2[nH]1;2.35
CHEMBL233238;Rattus norvegicus;O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NC(CO)CO;2.63
CHEMBL233035;Rattus norvegicus;O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO;0.97
CHEMBL233034;Rattus norvegicus;O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NO;0.04
CHEMBL233033;Rattus norvegicus;CNC(=O)CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.51
CHEMBL232830;Rattus norvegicus;CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.62
CHEMBL232829;Rattus norvegicus;CNC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.45
CHEMBL2326472;Rattus norvegicus;Cn1cc(CN2CCc3cc4nc(N)sc4cc3CC2)cn1;58.0
CHEMBL232627;Rattus norvegicus;O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21;0.12
CHEMBL232626;Rattus norvegicus;CS(=O)(=O)CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.5
CHEMBL2326053;Mus musculus;Cc1cc(Oc2cccc(Cn3ccnc3)c2)cc(C)c1Cl;99.8
CHEMBL2324597;Mus musculus;CC(C)(C)n1nc(Cc2cccc(Cl)c2)c2c(N)ncnc21;99.2
CHEMBL2324491;Rattus norvegicus;CCCS(=O)(=O)N1CCN(C2(CNC(=O)c3c(F)cccc3F)CCC(F)(F)CC2)CC1;84.0
CHEMBL232433;Rattus norvegicus;C[S+]([O-])CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;1.11
CHEMBL232432;Rattus norvegicus;COCCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.18
CHEMBL2322331;Rattus norvegicus;Cc1nn2c(O)cc(N3CCOCC3)nc2c1Cc1cccc(C(F)(F)F)c1C;99.9
CHEMBL231779;Rattus norvegicus;COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1;96.0
CHEMBL2315853;Rattus norvegicus;O=C(N[C@H]1CCC[C@@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1;98.0
CHEMBL231480;Rattus norvegicus;O=C(CCCN1CCOCC1)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1;65.0
CHEMBL231384;Rattus norvegicus;CN1CCN(CCCC(=O)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)CC1;50.0
CHEMBL231383;Rattus norvegicus;Cc1cnc(C)n1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1;90.0
CHEMBL231283;Rattus norvegicus;Cc1cn(CC(=O)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)c(C)n1;88.0
CHEMBL231225;Rattus norvegicus;O=C(NCc1ccc(N2[C@H]3CCC[C@@H]2CC3)c(C(F)(F)F)c1)Nc1cccc2[nH]ncc12;98.6
CHEMBL230686;Rattus norvegicus;Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12;99.8
CHEMBL230436;Rattus norvegicus;O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C(O)CO)nc2)c(F)c1;46.0
CHEMBL230106;Rattus norvegicus;C[C@H](O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1;67.0
CHEMBL227875;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2;94.0
CHEMBL227713;Rattus norvegicus;O=C(C[C@@H](NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1ccc(F)cc1)N[C@@H]1CCOc2cc(CN3CCCCC3)ccc21;94.5
CHEMBL227421;Rattus norvegicus;CC(C)(NS(=O)(=O)c1ccc2c(Cl)cnc(N=C(N)N)c2c1)C(=O)O;96.7
CHEMBL226764;Rattus norvegicus;CN1CCCC1c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1;97.0
CHEMBL226471;Rattus norvegicus;O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21;92.0
CHEMBL225085;Rattus norvegicus;COCC[C@H](CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O;98.3
CHEMBL225084;Rattus norvegicus;COCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O;77.2
CHEMBL224842;Rattus norvegicus;CS(=O)(=O)C1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1;65.5
CHEMBL224670;Rattus norvegicus;COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O;87.6
CHEMBL224036;Rattus norvegicus;CC(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1;89.4
