chembl_id;organism;canonical_smiles;Vdss /L.kg-1
CHEMBL269732;Mus musculus;C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC;1.8
CHEMBL269369;Rattus norvegicus;N#Cc1cccc(C(=O)C(Nc2ccc(Cl)cc2)NC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c1;2.37
CHEMBL268507;Mus musculus;COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N;0.885
CHEMBL266922;Rattus norvegicus;CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](C(N)=O)[C@@H](O)[C@H]3O)c2n1;2.2
CHEMBL263686;Rattus norvegicus;O=C(CCCCCCCCCCCCc1ccc(C(F)(F)F)cc1)Nc1ccc2nc([N+]34CCC(CC3)CC4)ccc2c1;1.0
CHEMBL263354;Rattus norvegicus;CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NC(=O)OCc3cc(C)c(OC(=O)C(C)NC(=O)COCCO)c(C)c3)C(O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O;2.641
CHEMBL262945;Rattus norvegicus;O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2sc(CN3CC[C@@H](O)C3)cc2c1;3.6
CHEMBL262777;Rattus norvegicus;CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O;0.3093
CHEMBL262433;Mus musculus;Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1;1.19
CHEMBL262314;Rattus norvegicus;CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1.Cl;14.0
CHEMBL261592;Rattus norvegicus;Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1;1.4
CHEMBL26114;Rattus norvegicus;CCOc1ccc(-n2c(C)c3c(C)nnc(C)c3c2C)cc1;1.3
CHEMBL260861;Rattus norvegicus;COc1cc(Nc2nn3c(N[C@H](CO)Cc4ccccc4)cc(C4CC4)nc3c2C(N)=O)cc(OC)c1;0.53
CHEMBL260674;Rattus norvegicus;O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21;0.9
CHEMBL260672;Rattus norvegicus;O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21;7.0
CHEMBL260531;Rattus norvegicus;COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(C(N)=O)cc34)ccc12;0.751
CHEMBL260200;Rattus norvegicus;CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1;3.1
CHEMBL259940;Rattus norvegicus;Cc1noc(-c2ccccc2)c1CN1CC2(CC1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12;0.4
CHEMBL259247;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cncnc1;1.385
CHEMBL259084;Rattus norvegicus;O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1;1.48
CHEMBL259060;Rattus norvegicus;COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1;2.859
CHEMBL258734;Rattus norvegicus;CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O;0.155
CHEMBL258694;Mus musculus;Cc1nnc(-c2cn3ncnc(Nc4cnc5[nH]ccc5c4)c3c2C(C)C)o1;1.9
CHEMBL258618;Rattus norvegicus;CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NC2CC2)n(C)n1;3.538
CHEMBL258326;Rattus norvegicus;Cc1noc(-c2c(F)cc(Cl)cc2-c2cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c2)n1;1.3
CHEMBL258324;Rattus norvegicus;C[C@@H](NC(=O)[C@@](C)(O)C(F)(F)F)c1ncc(-c2cc(Cl)cc(F)c2-c2nnn(C)n2)cc1F;0.54
CHEMBL258282;Rattus norvegicus;CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1;4.5
CHEMBL258260;Rattus norvegicus;CO[C@@H]1CN(C[C@@H]2Cc3ccc(NC(=O)C(C)C)cc3C2)CC[C@H]1n1c(C)nc2cc(C)ccc21;14.0
CHEMBL258251;Rattus norvegicus;N#CCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1;8.0
CHEMBL258202;Rattus norvegicus;CC[C@@H](C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1;1.8
CHEMBL258200;Rattus norvegicus;Cc1cc(NC(=O)C2CCCCC2)nn1Cc1cc(Cl)ccc1OCC(C)C;3.5
CHEMBL258199;Rattus norvegicus;Cc1cc(NC(=O)OC(C)(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1;8.6
CHEMBL258177;Rattus norvegicus;CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1;5.1
CHEMBL258131;Rattus norvegicus;CNC(=O)C(N)c1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1;7.6
CHEMBL257815;Rattus norvegicus;CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1;0.17
CHEMBL257767;Rattus norvegicus;N#CCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1;27.0
CHEMBL257741;Rattus norvegicus;C/C(=C\S(=O)(=O)NC1CCN(c2ccc(-n3ccnc3CN(C)C)cc2F)C1=O)c1ccc(Cl)s1;0.7
CHEMBL257729;Rattus norvegicus;Cc1noc(-c2c(Cl)cc(Cl)cc2-c2cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c2)n1;1.0
CHEMBL257543;Rattus norvegicus;N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCCONC(=N)N;6.0
CHEMBL257478;Rattus norvegicus;Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)CCO)c34)cc2C)cn1;1.0
CHEMBL257411;Rattus norvegicus;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1;2.0
CHEMBL257280;Rattus norvegicus;CO[C@@H]1CN(C[C@H]2Cc3ccc(C#N)cc3C2)CC[C@H]1n1c(C(C)(C)O)nc2cc(C)ccc21;3.6
CHEMBL257176;Rattus norvegicus;N#Cc1cccnc1-c1ccc(C(=O)Nc2ccccc2N)cc1;1.0
CHEMBL257146;Rattus norvegicus;Cc1cc(C(=O)NCc2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1;9.3
CHEMBL257088;Rattus norvegicus;CN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1;1.75
CHEMBL256985;Rattus norvegicus;CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1;3.6
CHEMBL256937;Rattus norvegicus;COCCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1;27.0
CHEMBL256933;Rattus norvegicus;Cc1cc(NC(=O)Cc2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1;7.5
CHEMBL256671;Rattus norvegicus;COC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c1;1.2
CHEMBL256621;Rattus norvegicus;Cc1cc(COc2ccc(C(=O)N[C@@H]3COC[C@@H]3C(=O)NO)cc2)c2ccccc2n1;0.8
CHEMBL256560;Rattus norvegicus;Cc1cc(NC(=O)OCC(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1;3.9
CHEMBL256362;Rattus norvegicus;Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1;0.9
CHEMBL256322;Rattus norvegicus;CCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1;7.3
CHEMBL256263;Rattus norvegicus;COc1ccc(N2C[C@H](C)N[C@H](C)C2)cc1NS(=O)(=O)c1ccc(-c2cccs2)cc1;1.6
CHEMBL255930;Rattus norvegicus;Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)cc1;0.47
CHEMBL255905;Rattus norvegicus;OC12CC3CC(C1)CC(Nc1nc(N[C@H]4CC[C@H](O)CC4)ncc1C(F)(F)F)(C3)C2;0.3
CHEMBL255460;Rattus norvegicus;O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCOCC1;26.0
CHEMBL255410;Rattus norvegicus;Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)/C(=N\O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc1;1.9
CHEMBL255306;Rattus norvegicus;Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2Cl)n1;0.0157
CHEMBL254990;Rattus norvegicus;Cc1cc(NC(=O)c2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1;4.1
CHEMBL254784;Rattus norvegicus;Cc1ccc(C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F)nc1;2.3
CHEMBL254760;Rattus norvegicus;Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1;0.25
CHEMBL254702;Mus musculus;CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2cc(C#N)c[nH]2)CC1;5.635
CHEMBL254554;Rattus norvegicus;Cc1cc(C(=O)NCc2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1;3.6
CHEMBL254506;Rattus norvegicus;Cc1ccc(Oc2ccc(N(C[C@H](Nc3cccc(F)c3)C(=O)NO)S(C)(=O)=O)cc2)cc1;2.89
CHEMBL254356;Rattus norvegicus;CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1;23.0
CHEMBL254337;Rattus norvegicus;CS(=O)(=O)c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1;0.7
CHEMBL253641;Rattus norvegicus;CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c(F)c(N2CCCCS2(=O)=O)c1;5.5
CHEMBL253538;Rattus norvegicus;Cc1cc(NC(=O)OCc2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1;3.0
CHEMBL253275;Rattus norvegicus;O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1;1.5
CHEMBL253108;Rattus norvegicus;O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cncc1Cl;6.23
CHEMBL253044;Rattus norvegicus;C/C(=C(\CCO)SCOC(=O)C(C)(C)C)N(C=O)Cc1ccc(C)nc1N;1.832
CHEMBL253032;Rattus norvegicus;Cc1ccc(Oc2ccc(N(C[C@H](NC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1;0.49
CHEMBL252893;Rattus norvegicus;Cc1cc(COc2ccc(C(=O)N[C@@H]3CCOC[C@@H]3C(=O)NO)cc2)c2ccccc2n1;0.4
CHEMBL252675;Mus musculus;O=C(NCc1ccc(NS(=O)(=O)C(F)(F)F)cc1)c1ccc(-c2ccc(Cl)cc2)cc1;0.22
CHEMBL252535;Mus musculus;CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)c4ccccc4)c(C)c23)c1;1.5
CHEMBL252436;Mus musculus;CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2ccc(C#N)o2)CC1;11.37
CHEMBL252422;Rattus norvegicus;Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1;1.4
CHEMBL252306;Mus musculus;O=C(O)c1ccccc1NC(=O)N1CCN(c2cnc3ccccc3n2)CC1;5.1
CHEMBL252128;Mus musculus;CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C;7.6
CHEMBL252086;Rattus norvegicus;Cc1ccc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-];1.978
CHEMBL251994;Rattus norvegicus;Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@]4(CCCO4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1;1.4
CHEMBL251701;Mus musculus;COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cccnc45)C3)nc2c1;7.6
CHEMBL251572;Rattus norvegicus;COc1cc2c(cc1N1C[C@H](C)N[C@H](C)C1)N(S(=O)(=O)c1ccc(-c3ccccn3)s1)CC2;8.8
CHEMBL251541;Rattus norvegicus;COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2;3.0
CHEMBL251429;Mus musculus;Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1;38.1
CHEMBL251386;Rattus norvegicus;CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(C#N)cc1C)CC2;17.0
CHEMBL251348;Rattus norvegicus;CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)nc(C4=CCN(CC(C)C)CC4)n3)cccc2s1;6.38
CHEMBL251188;Rattus norvegicus;Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1;0.14
CHEMBL251094;Rattus norvegicus;C[C@@H]1CN(c2ncc(CO)cc2Cl)CCN1c1nc(-c2cc(F)c(F)c(F)c2)c(-c2ccc(C(F)(F)F)cc2)[nH]1;5.4
CHEMBL251041;Rattus norvegicus;CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](C(=O)O)[C@@H](O)[C@H]3O)c2n1;0.5
CHEMBL250982;Rattus norvegicus;CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(C(F)(F)F)cc1C(F)(F)F)CC2;2.5
CHEMBL250848;Rattus norvegicus;CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](C(N)=O)[C@@H](O)[C@H]1O;1.6
CHEMBL250847;Rattus norvegicus;CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](C(=O)O)[C@@H](O)[C@H]1O;0.4
CHEMBL250803;Rattus norvegicus;CCC(CC)n1cc2c3c(nc(C)cc31)N(c1ccc(C(F)(F)F)cc1C(F)(F)F)CC2;6.8
CHEMBL250699;Rattus norvegicus;COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1;6.4
CHEMBL250687;Rattus norvegicus;CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1;2.9
CHEMBL250284;Rattus norvegicus;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1;6.5
CHEMBL250202;Rattus norvegicus;CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;8.0
CHEMBL250182;Rattus norvegicus;CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(OC)c(F)c1)CC2;24.0
CHEMBL25;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)O;0.4
CHEMBL249966;Rattus norvegicus;CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc2cnc(C#N)nc21;97.2
CHEMBL249965;Rattus norvegicus;CN1C(=O)NC2(CCN(Cc3cc4cnc(C#N)nc4n3CC(C)(C)C)CC2)C1=O;4.3
CHEMBL249928;Mus musculus;CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO;0.9
CHEMBL249790;Rattus norvegicus;OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O;2.1
CHEMBL249789;Rattus norvegicus;OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O;2.7
CHEMBL249336;Rattus norvegicus;O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1;0.89
CHEMBL249317;Mus musculus;Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1;0.3
CHEMBL248676;Mus musculus;Cc1ccc2[nH]ncc2c1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1;0.7
CHEMBL247798;Mus musculus;CCNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1;0.24
CHEMBL247766;Rattus norvegicus;Cc1cc([C@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1;0.7
CHEMBL24763;Rattus norvegicus;O=C(NO)[C@@H](C1CCNCC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O;0.3
CHEMBL24734;Rattus norvegicus;Nc1cnc(-c2cccc(Cl)c2)n(CC(=O)NC(Cc2ccccc2)C(=O)C(F)(F)C(=O)NCc2ccccc2)c1=O;0.369
CHEMBL247272;Rattus norvegicus;c1ccc(-c2oc3ncnc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1;2.767
CHEMBL247250;Mus musculus;CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1;0.151
CHEMBL246955;Rattus norvegicus;CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCOCC4)ccc32)cc1;5.1
CHEMBL246833;Rattus norvegicus;FC(F)(F)c1ccc(-c2[nH]c(N3CCN(c4ncccc4C(F)(F)F)CC3)nc2-c2ccccc2)cc1;5.0
CHEMBL246598;Rattus norvegicus;CCN1C(=O)COc2ccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21;2.5
CHEMBL246597;Rattus norvegicus;Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1;4.2
CHEMBL246530;Rattus norvegicus;CS(=O)(=O)c1cccc(-c2ncnc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)n2)c1;1.15
CHEMBL246501;Mus musculus;CCN(CCc1ccccc1)Cc1c(C)nc2n(-c3c(C)cc(C)cc3C)c3ncccc3n12;0.48
CHEMBL246470;Rattus norvegicus;COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1;2.9
CHEMBL246356;Rattus norvegicus;CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1;1.311
CHEMBL246322;Rattus norvegicus;NC1CN(c2cc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)ncn2)CC1c1cc(F)c(F)cc1F;1.84
CHEMBL246127;Rattus norvegicus;CCOc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1;15.5
CHEMBL245781;Rattus norvegicus;CN(C)C(=O)c1cccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)c1;1.77
CHEMBL245585;Rattus norvegicus;NC1CN(c2cc(-c3cccc(C(=O)O)c3)ncn2)CC1c1cc(F)c(F)cc1F;1.78
CHEMBL245568;Mus musculus;COc1ccc2nccc([C@@H]3CN(C4CCN(Cc5cc6ccccc6[nH]5)CC4)C(=O)O3)c2c1;2.4
CHEMBL245408;Mus musculus;Nc1nccn2c(C3CCC3)nc(-c3ccc(Oc4ccccc4)cc3)c12;9.0
CHEMBL2448576;Rattus norvegicus;CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2OC)[nH]1;7.9
CHEMBL24461;Rattus norvegicus;Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2)c1C;0.08
CHEMBL244521;Rattus norvegicus;CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1;0.68
CHEMBL244403;Rattus norvegicus;CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12;9.6
CHEMBL2443139;Mus musculus;CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1;18.37
CHEMBL2443138;Mus musculus;CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1;19.73
CHEMBL2443044;Mus musculus;CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1;5.83
CHEMBL2443026;Mus musculus;CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1;4.94
CHEMBL2442750;Rattus norvegicus;Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1;5.5
CHEMBL2441952;Mus musculus;Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N(C)C)C2;6.3
CHEMBL2441437;Rattus norvegicus;O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21;0.66
CHEMBL2441408;Rattus norvegicus;O=C1OCCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21;1.3
CHEMBL2441375;Mus musculus;O=C(Nc1ccc2c(c1)B(O)OC2)c1c(C(F)(F)F)ccc(Cl)c1F;0.41
CHEMBL2441373;Rattus norvegicus;Cc1cc(F)ccc1[C@H]1C[C@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;3.4
CHEMBL2441340;Rattus norvegicus;Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1;0.72
CHEMBL244084;Rattus norvegicus;Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6ncc(C)o6)cc5CC4)n3C)cccc2n1;7.9
CHEMBL2440659;Rattus norvegicus;Cc1csc(NC(=O)c2cc(F)cc(Oc3cncnc3)c2)n1;0.81
CHEMBL243876;Mus musculus;O=c1n(Cc2nc3ccccc3n2CCCCO)c2cnccc2n1C1CC1;0.5
CHEMBL243707;Rattus norvegicus;Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)on6)cc5CC4)n3C)cccc2n1;3.4
CHEMBL2436937;Mus musculus;O=C(O)CNC(=O)c1nc(Cl)c2c(sc3ccccc32)c1O;0.5034
CHEMBL2436391;Mus musculus;OC/C=C/c1cc(N2CCOCC2)c2cc(Cl)c(F)cc2n1;7.54
CHEMBL2435411;Mus musculus;O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1cccc2[nH]ccc12;3.1
CHEMBL2435402;Mus musculus;COc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1;1.6
CHEMBL243355;Rattus norvegicus;CC(C)C(=O)Nc1cc(C2CCN(CCCNC(=O)C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(F)cc1F;3.6
CHEMBL2431826;Rattus norvegicus;C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3cccc(C#N)c3)nn12;4.9
CHEMBL2431822;Rattus norvegicus;C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3ccc(F)c(F)c3)nn12;3.6
CHEMBL2431819;Rattus norvegicus;C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3cnn(C)c3)nn12;3.5
CHEMBL2431755;Mus musculus;CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C#N)n(-c3ccccc3C#N)c3ccccc23)c2ccccc2OC12CCOCC2.Cl;8.6
CHEMBL2431365;Rattus norvegicus;COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2cc(F)c[nH]c2=O)cc1C(C)(C)C;5.12
CHEMBL2431120;Mus musculus;COc1cc2nc(C3CC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC;6.22
CHEMBL2431090;Rattus norvegicus;Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O;2.45
CHEMBL2431079;Rattus norvegicus;Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(C#N)cc1)=N[C@H]2CC(N)=O;2.22
CHEMBL2430983;Rattus norvegicus;Cn1nc(-c2ccncc2)cc1NC(=O)[C@H](Cc1ccccc1)NCC(=O)O;0.29
CHEMBL2430319;Rattus norvegicus;CCc1ccc(Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3ccccc23)cc1;1.3
CHEMBL2430315;Rattus norvegicus;CCc1ccc(Cc2ccccc2N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1;4.5
CHEMBL2426616;Rattus norvegicus;CN1CCc2nc(COc3ccccc3)sc2C1=O;0.7
CHEMBL242620;Mus musculus;COc1cccc(C2SC(c3ccc(F)cc3)=NN2C(=O)c2c(F)cc(F)cc2F)c1OC;0.44
CHEMBL242598;Rattus norvegicus;Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCOCC4)n2C)CC3)no1;2.4
