chembl_id,organism,canonical_smiles,IC50 /nM
CHEMBL1863352,Rattus norvegicus,O=S(=O)(Cc1ccccc1)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,54930.0
CHEMBL1863351,Mus musculus,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,100000.0
CHEMBL1863350,Rattus norvegicus,OC(c1cccnc1)(c1ccsc1)c1ccccc1Cl,100000.0
CHEMBL1863349,Rattus norvegicus,OC(c1cccnc1)(c1ccccc1Cl)c1ccccc1C(F)(F)F,100000.0
CHEMBL1863348,Rattus norvegicus,CCC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863347,Rattus norvegicus,OC(c1ccccc1)(c1cncnc1)c1ccccc1Cl,100000.0
CHEMBL1863346,Rattus norvegicus,CCN(CC)C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863345,Rattus norvegicus,CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccccc3)CC2)cc1,100000.0
CHEMBL1863344,Rattus norvegicus,CC(C)(C)NC(=O)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1,100000.0
CHEMBL1863343,Rattus norvegicus,CSc1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,30240.0
CHEMBL1863342,Rattus norvegicus,CCCCC(O)(c1ccc(Cl)cc1)c1cncnc1,100000.0
CHEMBL1863341,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccco1,47980.0
CHEMBL1863340,Rattus norvegicus,CC(C)Oc1ccc(C(O)(c2cccnc2)c2cccc(C(N)=O)c2)cc1,69680.0
CHEMBL1863339,Rattus norvegicus,Cn1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)cn1,54340.0
CHEMBL1863338,Rattus norvegicus,Cc1nc(C)c(C(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)s1,55740.0
CHEMBL1863337,Rattus norvegicus,CCCCOC(c1ccc(Cl)cc1)c1cccnc1,62640.0
CHEMBL1863336,Rattus norvegicus,OC(c1cccnc1)(c1cncnc1)c1ccccc1Cl,100000.0
CHEMBL1863334,Rattus norvegicus,CC(C)(C)OC(=O)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,56150.0
CHEMBL1863333,Rattus norvegicus,Fc1ccccc1C(c1ccc(C(F)(F)F)cc1)c1cccnc1,63980.0
CHEMBL1863332,Rattus norvegicus,CC(C)(C)OC(=O)N1CC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)C1,62480.0
CHEMBL1863331,Rattus norvegicus,NC(=O)c1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c(F)c1,100000.0
CHEMBL1863330,Rattus norvegicus,O=C(c1ccno1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863329,Rattus norvegicus,CC(C)(C)OC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,100000.0
CHEMBL1863328,Rattus norvegicus,CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,62270.0
CHEMBL1863327,Rattus norvegicus,Cl.OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,53100.0
CHEMBL1863326,Rattus norvegicus,CON=C(C)c1cccnc1,100000.0
CHEMBL1863325,Rattus norvegicus,N#Cc1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)c(F)c1,56130.0
CHEMBL1863324,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cccc(F)c3F)CC2)cc1,100000.0
CHEMBL1863323,Rattus norvegicus,O=C(c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1)N1CCOCC1,100000.0
CHEMBL1863322,Rattus norvegicus,CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,100000.0
CHEMBL1863321,Rattus norvegicus,Cc1ccc(C(O)(c2ccc(OC(C)C)cc2)c2cccnc2)c(F)c1,62580.0
CHEMBL1863320,Rattus norvegicus,Cc1nocc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863319,Rattus norvegicus,O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccccc1,100000.0
CHEMBL1863318,Rattus norvegicus,CCC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,100000.0
CHEMBL1863317,Rattus norvegicus,O=C(N1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,100000.0
CHEMBL1863316,Rattus norvegicus,CN(C)C(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863315,Rattus norvegicus,CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,100000.0
CHEMBL1863314,Rattus norvegicus,Cc1noc(N2CCN(C(c3ccc(C(F)(F)F)cc3)c3cncnc3)CC2)n1,100000.0
CHEMBL1863313,Rattus norvegicus,O=S(=O)(c1ccc(Cl)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863312,Rattus norvegicus,O=C(NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1)c1ccccc1,64130.0
CHEMBL1863311,Rattus norvegicus,CS(=O)(=O)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cncnc2)CC1,100000.0
CHEMBL1863310,Rattus norvegicus,O=C(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,76060.0
CHEMBL1863309,Rattus norvegicus,O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,70480.0
CHEMBL1863308,Rattus norvegicus,O=S(=O)(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863307,Rattus norvegicus,N#Cc1ccccc1OC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,57760.0
CHEMBL1863306,Rattus norvegicus,CC(C)(C)OC(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,63940.0
CHEMBL1863305,Rattus norvegicus,O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)C1CC1,100000.0
CHEMBL1863304,Rattus norvegicus,O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1ccc(F)cc1C(F)(F)F,71380.0
CHEMBL1863303,Rattus norvegicus,CCn1cc(C(NC2CCN(c3ccc(OC(F)(F)F)cc3)CC2)c2cccnc2)cn1,73880.0
CHEMBL1863302,Rattus norvegicus,Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)on1,100000.0
CHEMBL1863301,Rattus norvegicus,OC(Cc1ccc(Cl)nc1)c1ccc(Cl)cc1,100000.0
CHEMBL1863300,Rattus norvegicus,NC(=O)c1ccccc1N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1,71830.0
CHEMBL1863299,Rattus norvegicus,O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,72230.0
CHEMBL1863298,Rattus norvegicus,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccc(Cl)cc1,52940.0
CHEMBL1863297,Rattus norvegicus,O=C(NCCN1CCOCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,100000.0
CHEMBL1863296,Rattus norvegicus,CC(C)(C)OC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,56740.0
CHEMBL1863295,Rattus norvegicus,Fc1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1C(F)(F)F,52320.0
CHEMBL1863294,Rattus norvegicus,CN(C)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,100000.0
CHEMBL1863293,Rattus norvegicus,Cc1ccsc1C(O)(c1ccc(Cl)cc1)c1cccnc1,74250.0
CHEMBL1863292,Rattus norvegicus,Cc1cc(C(=O)NC2CCN(C(c3cncnc3)c3ccc(Cl)cc3F)CC2)[nH]n1,100000.0
CHEMBL1863291,Rattus norvegicus,CC(C)(C)c1cc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)[nH]n1,50200.0
CHEMBL1863290,Rattus norvegicus,O=C(c1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863289,Rattus norvegicus,FC(F)(F)Cn1cc(C(NC2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cn1,71240.0
CHEMBL1863288,Rattus norvegicus,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,77000.0
CHEMBL1863287,Rattus norvegicus,CC(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863286,Rattus norvegicus,Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1cccnc1,52380.0
CHEMBL1863285,Rattus norvegicus,O=C(C1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,100000.0
CHEMBL1863284,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,67700.0
CHEMBL1863283,Rattus norvegicus,N#Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,100000.0
CHEMBL1863282,Rattus norvegicus,N#CC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,56800.0
CHEMBL1863281,Rattus norvegicus,CC(C)(C)OC(=O)NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,100000.0
CHEMBL1863280,Rattus norvegicus,Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n(C(C)(C)C)n1,71730.0
CHEMBL1863279,Rattus norvegicus,Cn1cc(C(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)c(C(F)(F)F)n1,53430.0
CHEMBL1863278,Rattus norvegicus,CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,61260.0
CHEMBL1863277,Rattus norvegicus,CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NC(=O)C3CC3)CC2)cc1,100000.0
CHEMBL1863276,Rattus norvegicus,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1)c1ccccc1C(F)(F)F,100000.0
CHEMBL1863275,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3c(F)cccc3F)CC2)cc1,100000.0
CHEMBL1863274,Rattus norvegicus,CN(C)CCOc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1,100000.0
CHEMBL1863273,Rattus norvegicus,CS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863272,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1c(F)cccc1F,100000.0
CHEMBL1863271,Rattus norvegicus,O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,83580.0
CHEMBL1863270,Rattus norvegicus,Cc1ncoc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863269,Rattus norvegicus,CS(=O)(=O)N1CCC(C(O)(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863268,Rattus norvegicus,CSc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1,100000.0
CHEMBL1863267,Rattus norvegicus,N#Cc1cccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)c1,55440.0
CHEMBL1863266,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1F,100000.0
CHEMBL1863265,Rattus norvegicus,O=S(=O)(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(C(F)(F)F)cc1,59940.0
CHEMBL1863264,Rattus norvegicus,CS(=O)(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,100000.0
CHEMBL1863263,Rattus norvegicus,CN(C)C(=O)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1,100000.0
CHEMBL1863262,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccccc3C(F)(F)F)CC2)cc1,100000.0
CHEMBL1863261,Rattus norvegicus,OC(CC1CCCCC1)(c1ccc(Cl)cc1)c1cncnc1,64720.0
CHEMBL1863260,Rattus norvegicus,CN(C)C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863259,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccno3)CC2)cc1,100000.0
CHEMBL1863258,Rattus norvegicus,CC(C)Oc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1,100000.0
CHEMBL1863257,Rattus norvegicus,O=S(=O)(NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1)c1ccc(C(F)(F)F)cc1,29450.0
CHEMBL1863256,Rattus norvegicus,FC(F)(F)c1ccc(C(NC2CCN(c3cncs3)CC2)c2cccnc2)cc1,59860.0
CHEMBL1863255,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cc(F)ccc1F,100000.0
CHEMBL1863254,Rattus norvegicus,CN(C)C(=O)C1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863253,Rattus norvegicus,O=C(NC1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1)C1CC1,100000.0
CHEMBL1863252,Rattus norvegicus,CC(C)N(C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1)C(C)C,54680.0
CHEMBL1863251,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,100000.0
CHEMBL1863250,Rattus norvegicus,O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccc(Cl)cc1,18880.0
CHEMBL1863249,Rattus norvegicus,CCCCC(NCC1CCCCC1)c1cccnc1,100000.0
CHEMBL1863248,Rattus norvegicus,CC(C)Oc1ccc(C(NC2CCN(S(C)(=O)=O)CC2)c2cccnc2)cc1,100000.0
CHEMBL1863247,Rattus norvegicus,Cc1ccc(C(O)(c2cccnc2)c2ccccc2Cl)cc1,100000.0
CHEMBL1863246,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cnc(OCC2CC2)nc1,60400.0
CHEMBL1863245,Rattus norvegicus,O=C(NC1CCCC1)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,62550.0
CHEMBL1863244,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccc(Cl)cc1F,54060.0
CHEMBL1863243,Rattus norvegicus,CCC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863242,Rattus norvegicus,O=C(c1ccc(F)c(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1)N1CCOCC1,100000.0
CHEMBL1863241,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cnc(Cl)nc1,100000.0
CHEMBL1863240,Rattus norvegicus,Clc1ccc(C(c2cccnc2)n2cccn2)cc1,100000.0
CHEMBL1863239,Rattus norvegicus,NC(=O)c1cccc(C(O)(c2cncnc2)c2ccc(Cl)cc2F)c1,100000.0
CHEMBL1863238,Rattus norvegicus,O=S(=O)(Cc1ccccc1)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1,100000.0
CHEMBL1863237,Rattus norvegicus,O=C(NC1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1)c1ccccc1,56370.0
CHEMBL1863236,Rattus norvegicus,O=C(Nc1ccccc1)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,75650.0
CHEMBL1863235,Rattus norvegicus,CC(C)CS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,92690.0
CHEMBL1863234,Rattus norvegicus,CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,62780.0
CHEMBL1863233,Rattus norvegicus,CC(C)(C)OC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,100000.0
CHEMBL1863232,Rattus norvegicus,CC(C)(C)OC(=O)NC1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,55120.0
CHEMBL1863231,Rattus norvegicus,CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,73290.0
CHEMBL1863230,Rattus norvegicus,Clc1ccc(C(NCC2CCCCC2)c2cccnc2)cc1,59740.0
CHEMBL1863229,Rattus norvegicus,Cc1ncsc1C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863228,Rattus norvegicus,O=C(NC1CC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,72300.0
CHEMBL1863227,Rattus norvegicus,OC(c1cccnc1)(c1cccc(F)c1)c1ccccc1Cl,100000.0
CHEMBL1863226,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1c(F)cccc1Cl,66890.0
CHEMBL1863225,Rattus norvegicus,CC(C)CC(O)(c1ccc(Cl)cc1)c1cnccn1,100000.0
CHEMBL1863224,Rattus norvegicus,N#Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c(F)c1,100000.0
CHEMBL1863223,Rattus norvegicus,NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,76020.0
CHEMBL1863222,Rattus norvegicus,CC(=O)C(C)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,87690.0
CHEMBL1863221,Rattus norvegicus,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CC1,100000.0
CHEMBL1863220,Rattus norvegicus,CCN1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863219,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cc(F)ccc3F)CC2)cc1,100000.0
CHEMBL1863218,Rattus norvegicus,FC(F)(F)c1ccc(C(NC2CN(c3ncccn3)C2)c2cccnc2)cc1,100000.0
CHEMBL1863217,Rattus norvegicus,CC(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,100000.0
CHEMBL1863216,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(F)cc1F,70180.0
CHEMBL1863215,Rattus norvegicus,Nc1nc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)no1,57830.0
CHEMBL1863214,Rattus norvegicus,O=C(Cc1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,100000.0
CHEMBL1863213,Rattus norvegicus,Fc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)c(C(F)(F)F)c1,58930.0
CHEMBL1863212,Rattus norvegicus,O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,58800.0
CHEMBL1863211,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCN(C(=O)NC3CC3)CC2)cc1,100000.0
CHEMBL1863210,Rattus norvegicus,O=C(C1CC1)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cncnc2)CC1,100000.0
CHEMBL1863209,Rattus norvegicus,Cn1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)c(C(F)(F)F)n1,100000.0
CHEMBL1863208,Rattus norvegicus,Cc1n[nH]c(C)c1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863207,Rattus norvegicus,CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NS(C)(=O)=O)CC2)cc1,100000.0
CHEMBL1863206,Rattus norvegicus,Nc1nccnc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,63370.0
CHEMBL1863205,Rattus norvegicus,COc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1F,47900.0
CHEMBL1863204,Rattus norvegicus,N#CC(c1ccc(Cl)cc1)N1CCN(c2ccccc2)CC1,100000.0
CHEMBL1863203,Rattus norvegicus,Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,100000.0
CHEMBL1863202,Rattus norvegicus,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,25540.0
CHEMBL1863201,Rattus norvegicus,O=C(c1ccc(C(F)(F)F)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,54090.0
CHEMBL1863200,Rattus norvegicus,CN(C)C(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,100000.0
CHEMBL1863199,Rattus norvegicus,CON=C(c1ccc(C(F)(F)F)cc1)c1cnccn1,100000.0
CHEMBL1863198,Rattus norvegicus,Cc1cnc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cn1,100000.0
CHEMBL1863197,Rattus norvegicus,COc1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,85580.0
CHEMBL1863196,Rattus norvegicus,COc1ccc(C(O)(c2cncnc2)c2ccccc2Cl)cc1,70930.0
CHEMBL1863195,Rattus norvegicus,Cc1oncc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863194,Rattus norvegicus,CC(C)c1ccc(S(=O)(=O)NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)cc1,60050.0
CHEMBL1863193,Rattus norvegicus,CON=C(c1ccc(Cl)cc1)C1(c2ccccc2C(=O)O)CC1,100000.0
CHEMBL1863192,Rattus norvegicus,Fc1cc(Cl)ccc1C(NC1CCN(c2nccs2)CC1)c1cccnc1,56220.0
CHEMBL1863191,Rattus norvegicus,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1)c1c(F)cccc1F,100000.0
CHEMBL1863190,Rattus norvegicus,O=C(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,100000.0
CHEMBL1863189,Rattus norvegicus,Fc1cc(Cl)ccc1C(NC1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)c1cccnc1,26600.0
CHEMBL1863188,Rattus norvegicus,FC(F)(F)Cn1cc(C(NC2CCN(c3ccc(OC(F)(F)F)cc3)CC2)c2cccnc2)cn1,66590.0
CHEMBL1863187,Rattus norvegicus,O=C(C1CC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,100000.0
CHEMBL1863186,Rattus norvegicus,CC(C)S(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863185,Rattus norvegicus,CC(C)C(CO)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL1863184,Rattus norvegicus,CC(C)c1ccc(NC(=O)N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,19680.0
CHEMBL1863183,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncnc1,100000.0
CHEMBL1863182,Rattus norvegicus,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cnccn3)CC2)cc1,18370.0
CHEMBL1863181,Rattus norvegicus,Cn1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)c(C(F)(F)F)n1,77110.0
CHEMBL1863180,Rattus norvegicus,CC(C)Oc1ccc(C(NC2CCN(C(=O)OC(C)(C)C)CC2)c2cccnc2)cc1,58840.0
CHEMBL1863179,Rattus norvegicus,NC(=O)c1cccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)c1,100000.0
CHEMBL1863178,Rattus norvegicus,COc1ccc(CNC(c2ccc(Cl)cc2)c2cccnc2)cc1,100000.0
CHEMBL1863177,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cc(-c2ccccc2)on1,53600.0
CHEMBL1863176,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccc(F)cc3C(F)(F)F)CC2)cc1,78460.0
CHEMBL1863175,Rattus norvegicus,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)[nH]n1,100000.0
CHEMBL1863174,Rattus norvegicus,CC(C)Oc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,48300.0
CHEMBL1863173,Rattus norvegicus,NC(=O)c1cccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)c1,100000.0
CHEMBL1863172,Rattus norvegicus,Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1,62580.0
CHEMBL1863171,Rattus norvegicus,CN(C)C(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,100000.0
CHEMBL1863170,Rattus norvegicus,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccc(F)c1F,100000.0
CHEMBL1863169,Rattus norvegicus,Cc1ccsc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,58810.0
CHEMBL1863168,Rattus norvegicus,O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1ccc(F)cc1,60060.0
CHEMBL1863167,Rattus norvegicus,O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(Cl)cc1,61770.0
CHEMBL1863166,Rattus norvegicus,O=C(c1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,68590.0
CHEMBL1863165,Rattus norvegicus,CCS(=O)(=O)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1,100000.0
CHEMBL1863164,Rattus norvegicus,CC(C)c1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cncnc2)cc1,56520.0
CHEMBL1863163,Rattus norvegicus,Fc1cc(Cl)ccc1C(NC1CCN(c2c(F)cccc2F)CC1)c1cccnc1,56340.0
CHEMBL1863162,Rattus norvegicus,CC(C)(C)OC(=O)N1CC(CNC(c2ccc(C(F)(F)F)cc2)c2cccnc2)C1,100000.0
CHEMBL1863161,Rattus norvegicus,N#Cc1ccnc(N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n1,49710.0
CHEMBL1863160,Rattus norvegicus,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,56610.0
CHEMBL1863159,Rattus norvegicus,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3nccs3)CC2)cc1,100000.0
