chembl_id;organism;canonical_smiles;Cmax /ug.mL-1
CHEMBL343962;Mus musculus;COc1cc(C2CN=C(c3ccc4c(ccn4C)c3)O2)cc(OC)c1OC;0.799
CHEMBL343920;Mus musculus;COc1cc(C2OC(c3ccc(N(C)C)cc3)=NN2C(C)=O)cc(OC)c1OC;0.113
CHEMBL3436346;Rattus norvegicus;COc1ccc(S(=O)(=O)n2nc(C)c3cc(Cl)ccc32)cc1NC1CCN(C)CC1.O=C(O)[C@H](O)[C@@H](O)C(=O)O;0.057
CHEMBL343521;Rattus norvegicus;COc1cc2ncnc(N3CCN(C(=O)Nc4ccsc4)CC3)c2cc1OC;15.9
CHEMBL3427712;Rattus norvegicus;CCO[C@@H](CC(=O)O)c1ccc(O[C@@H]2CCc3c2cccc3C(F)(F)F)cc1;3.1
CHEMBL3427648;Rattus norvegicus;O=C(/C=C/c1cccn(Cc2ccc3ccccc3n2)c1=O)NO;0.1421
CHEMBL3426917;Rattus norvegicus;[2H]C([2H])([2H])Oc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC([2H])([2H])[2H];3.977
CHEMBL3426576;Rattus norvegicus;O=C1C[C@]2(C(=O)Nc3ccc(Cl)cc32)c2cnn(Cc3ccc(Cl)cn3)c2N1;3.86
CHEMBL3426543;Rattus norvegicus;O=C1C[C@]2(C(=O)Nc3ccc(Cl)cc32)c2cnn(Cc3ccc(Cl)cc3)c2N1;0.78
CHEMBL3426225;Rattus norvegicus;CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21;0.2146
CHEMBL3426039;Mus musculus;CO[C@H]1CC[C@H](Nc2cc(=O)n(C)c3c(C)cc(-c4cncs4)cc23)CC1;6.25
CHEMBL3426035;Mus musculus;COCCO[C@H]1CC[C@H](Nc2cc(=O)n(C)c3c(C)cc(-c4cncs4)cc23)CC1;2.5
CHEMBL3426034;Mus musculus;COCCO[C@H]1CC[C@H](Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1;2.98
CHEMBL3426030;Mus musculus;Cn1c(=O)cc(NC2CCOCC2)c2cc(-c3cncs3)ccc21;1.11
CHEMBL3425533;Rattus norvegicus;CCO[C@@H](CC(=O)O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1;0.95
CHEMBL342417;Mus musculus;Cc1c(CSc2nc3ccccc3[nH]2)cccc1SCCOC(=O)Nc1ccccc1;0.906
CHEMBL342367;Rattus norvegicus;COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(N)c2C)cc1;1.8
CHEMBL3422874;Rattus norvegicus;Cc1cc(C(=O)N2CCc3c(sc(NCc4ccccc4)c3C#N)C2)[nH]n1;1.41
CHEMBL3422296;Mus musculus;CCN(CC)CCC/N=C(\C)N(CCCN(CC)CC)c1c2ccc(Cl)cc2nc2ccc(OC)nc12;0.2216
CHEMBL3422099;Mus musculus;O=C(N[C@H](CC1CC1)c1ccccn1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1;1.2
CHEMBL3422095;Rattus norvegicus;O=C(N[C@H](c1ncccn1)C1CCCC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1;0.75
CHEMBL3422093;Rattus norvegicus;O=C(N[C@H](c1ccccn1)C1CCCC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1;1.5
CHEMBL3422092;Rattus norvegicus;O=C(N[C@@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1;2.0
CHEMBL3422091;Mus musculus;O=C(N[C@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1;1.6
CHEMBL3422090;Mus musculus;O=C(N[C@H](c1ccccc1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1;0.48
CHEMBL3422089;Mus musculus;CC(C)[C@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1)c1ccccc1Cl;0.33
CHEMBL3422086;Mus musculus;O=C(N[C@H](c1ccccn1)C1CCCC1)c1ccc2[nH]nc(-c3ccc(N4C5CCC4COC5)cc3)c2c1;2.0
CHEMBL3422085;Rattus norvegicus;O=C(N[C@@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4C5CCC4COC5)cc3)c2c1;1.5
CHEMBL3422078;Mus musculus;CC(C)CC(NC(=O)c1ccc2[nH]nc(-c3ccc(O[C@@H]4C[C@@H]5CC[C@H](C4)N5C=O)cc3)c2c1)c1ccccn1;0.28
CHEMBL3422077;Mus musculus;O=CN1[C@H]2CC[C@@H]1C[C@H](Oc1ccc(-c3n[nH]c4ccc(C(=O)NC(c5ccsc5)C5CCC5)cc34)cc1)C2;0.033
CHEMBL3422074;Mus musculus;CN(C)CC(=O)N1CCC(Oc2ccc(-c3n[nH]c4ccc(C(=O)NC(c5ccccc5)C5CC5)cc34)cc2)CC1;0.02
CHEMBL3422064;Mus musculus;O=C(NC(c1ccsc1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4CCC(O)CC4)cc3)c2c1;0.48
CHEMBL3422063;Mus musculus;CC[C@@H](NC(=O)c1ccc2[nH]nc(-c3ccc(OC4CCN(C)CC4)cc3)c2c1)c1ccccc1Cl;0.23
CHEMBL3422062;Mus musculus;CN1CCC(Oc2ccc(-c3n[nH]c4ccc(C(=O)NC(c5ccccc5)C5CC5)cc34)cc2)CC1;0.12
CHEMBL3422060;Mus musculus;CN1CCN(c2ccc(-c3n[nH]c4ccc(C(=O)NCC5(N6CCOCC6)CCCCC5)cc34)cc2)CC1;0.16
CHEMBL3422059;Mus musculus;O=C(Nc1ccc2[nH]nc(-c3ccc(N4CCC(O)CC4)cc3)c2c1)C(c1ccsc1)N1CCCC1;2.8
CHEMBL3422058;Mus musculus;CN1CCC(Oc2ccc(-c3n[nH]c4ccc(NC(=O)C(c5ccsc5)N5CCCC5)cc34)cc2)CC1;0.41
CHEMBL3422057;Mus musculus;O=C(Nc1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1)C(c1ccsc1)N1CCCC1;3.5
CHEMBL3422056;Mus musculus;CN1CCN(c2ccc(-c3n[nH]c4ccc(NC(=O)C(c5ccsc5)N5CCCC5)cc34)cc2)CC1;0.18
CHEMBL3422054;Mus musculus;CS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)C(c4ccsc4)N4CCCC4)cc23)c1;0.71
CHEMBL3421918;Mus musculus;CCN(CC)CCCN/C(=N\c1ccnc2cc(Cl)ccc12)C(C)C;0.6963
CHEMBL3421899;Rattus norvegicus;O=C(O)CNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl;0.0135
CHEMBL3421637;Mus musculus;O=C(NC(c1ccccc1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1;3.9
CHEMBL3417774;Rattus norvegicus;O=c1c2ccccc2sc2cc(OCC(O)CCl)cc(O)c12;0.337
CHEMBL3417586;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)[C@H]3C[C@@H]23)cc1;0.738
CHEMBL3417585;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)[C@@H]3C[C@H]23)cc1;0.81
CHEMBL3417266;Rattus norvegicus;CC(C)[C@H](N)C(=O)O[C@H]1[C@@H](F)[C@H](n2ccc(N)nc2=O)O[C@@]1(CO)CCl.Cl;0.728
CHEMBL3417258;Rattus norvegicus;CC(C)C(=O)OC[C@@]1(CCl)O[C@@H](n2ccc(N)nc2=O)[C@H](F)[C@@H]1OC(=O)C(C)C;0.703
CHEMBL3415629;Mus musculus;C[C@]1(Nc2ccc(C(=O)NO)cc2)CCN(c2ccc(Cl)cc2)C1=O;626.0
CHEMBL3415453;Mus musculus;O=C(NO)c1ccc(NC2CCN(c3ccc(Cl)cc3)C2=O)cc1;57.0
CHEMBL3415446;Mus musculus;O=C(NO)c1ccc(NC2CCN(c3ccccc3)C2=O)cc1;34.0
CHEMBL3415342;Rattus norvegicus;O=C1NC(=O)N(C2CCN(C(=O)c3ccc(Cl)c(C(F)(F)F)c3)CC2)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1;0.4
CHEMBL3414830;Rattus norvegicus;CC1=C(C(=O)Nc2nc3ccccc3s2)C(c2ccc(N(C)C)cc2)NC(=S)N1;0.41
CHEMBL3414821;Rattus norvegicus;CC1=C(C(=O)Nc2nc3ccccc3s2)C(c2ccc(C(F)(F)F)cc2)NC(=S)N1;0.49
CHEMBL3414820;Rattus norvegicus;CC1=C(C(=O)Nc2nc3ccccc3s2)C(c2ccc(F)cc2)NC(=S)N1;1.5
CHEMBL3414576;Rattus norvegicus;CC1=C(C(=O)Nc2nc3ccccc3s2)C(c2ccccc2)NC(=S)N1;1.8
CHEMBL341359;Mus musculus;C#C/C=C(\c1ccc(OC(F)(F)F)cc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1;2.0
CHEMBL3410223;Rattus norvegicus;Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(OC(F)(F)F)cc1;0.619
CHEMBL3410207;Rattus norvegicus;C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1;0.158
CHEMBL3410084;Rattus norvegicus;CC(C)(Nc1cc(NCC2CCOCC2)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1)C(F)(F)F;0.038
CHEMBL3410083;Rattus norvegicus;CC(C)(C)Nc1cc(NCC2CCOCC2)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1;0.05
CHEMBL3410078;Rattus norvegicus;O=C(NC1CC1)c1ccc(-c2cnc3c(NCC4CCOCC4)cc(Oc4ccccc4O)nn23)cc1;0.0
CHEMBL3410077;Rattus norvegicus;O=C(NC1CC1)c1ccc(-c2cnc3c(NCC4CCOCC4)cc(Oc4ccccc4F)nn23)cc1;0.016
CHEMBL3410074;Rattus norvegicus;O=C(NC1CC1)c1ccc(-c2cnc3c(NCC4CCOCC4)cc(OC4CCCCC4)nn23)cc1;0.033
CHEMBL3410073;Rattus norvegicus;N#Cc1ccc(-c2cc(NCC3CCOCC3)c3ncc(-c4ccc(C(=O)NC5CC5)cc4)n3n2)c(N)c1;0.0
CHEMBL3410072;Rattus norvegicus;N#Cc1ccc(-c2cc(NCC3CCOCC3)c3ncc(-c4ccc(C(=O)NC5CC5)cc4)n3n2)cc1;0.0
CHEMBL3410071;Rattus norvegicus;N#Cc1ccc(-c2cn3c(-c4ccc(C(=O)NC5CC5)cc4)cnc3c(NCC3CCOCC3)n2)cc1;0.0
CHEMBL3409716;Rattus norvegicus;CC1CCN(c2nc3c(c(Nc4cc(C5CC5)[nH]n4)n2)CCC3)CC1;0.0028
CHEMBL3408999;Mus musculus;COc1cc(/C=C2\SC(=O)NC2=O)cc(OC)c1OCC(=O)Nc1cccc(Cl)c1;0.3315
CHEMBL3408957;Mus musculus;CC(C)N1CCC(Oc2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)Nc5ccccc56)ccc34)cc2)CC1;0.51
CHEMBL3408955;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5[C@@H](C)CN(C)C[C@H]5C)cc4)n[nH]c3c1)C(=O)N2;1.3
CHEMBL3408951;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc([C@H](C)N5CCOCC5)cc4)n[nH]c3c1)C(=O)N2C;3.3
CHEMBL3408948;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2C;3.4
CHEMBL3408947;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2;2.2
CHEMBL3408946;Rattus norvegicus;C[C@H]1CN(Cc2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)Nc5ccccc56)ccc34)cc2)C[C@@H](C)O1;3.7
CHEMBL3408945;Rattus norvegicus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5CCOCC5)cc4)n[nH]c3c1)C(=O)N2C;5.9
CHEMBL3408944;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5CCCCC5)cc4)n[nH]c3c1)C(=O)N2;0.51
CHEMBL3408943;Mus musculus;O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(CN4CC[C@@H](F)C4)cc3)n[nH]c2c1;0.79
CHEMBL3408942;Mus musculus;CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)N(C)c4ccccc45)ccc23)cc1;0.51
CHEMBL3408941;Mus musculus;O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(N4CCNCC4)cc3)n[nH]c2c1;0.12
CHEMBL3408940;Mus musculus;CN1CCN(c2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)N(C)c5ccccc56)ccc34)cn2)CC1;0.7
CHEMBL3408073;Mus musculus;FC(F)(F)c1ccc(Oc2ccc(-c3noc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1;2.34
CHEMBL340752;Rattus norvegicus;CCCCN(CCCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12;0.0033
CHEMBL340576;Mus musculus;CC#C/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1;0.64
CHEMBL340562;Mus musculus;C#C/C=C(\c1cccc(Cl)c1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1;18.0
CHEMBL340507;Mus musculus;C#C/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1;12.0
CHEMBL3403753;Rattus norvegicus;COc1cc(OC)c(-c2cnc3[nH]c(-c4c(F)cccc4Cl)cc3c2)cn1;0.807
CHEMBL3403751;Rattus norvegicus;COc1cc(C)c(-c2cnc3[nH]c(-c4c(F)cccc4Cl)cc3c2)cn1;0.153
CHEMBL3403631;Rattus norvegicus;CC(C)Oc1ccc(COc2ccc3c(c2)c(Cl)c2n3CCOC2CC(=O)O)cc1C#N;0.319
CHEMBL3403619;Rattus norvegicus;O=C(O)CC1NCCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21;1960000.0
CHEMBL3403190;Rattus norvegicus;O=C(O)CCCn1cc(CC(=O)O)c2c(/C=C/c3ccc(OCCCCOc4ccccc4)cc3)cccc21;33.0
CHEMBL3403185;Rattus norvegicus;O=C(O)CCCN1CC(c2nnn[nH]2)Oc2c(CCc3ccc(OCCCCc4ccccc4)cc3)cccc21;0.4
CHEMBL340297;Rattus norvegicus;Cn1cc(CC[C@H](CO)n2cnc(C(N)=O)c2)c2cc(OCCCc3ccc(Cl)cc3)ccc21;0.21
CHEMBL3402762;Rattus norvegicus;CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1;0.066
CHEMBL3402696;Rattus norvegicus;Cc1nc(-c2ccc3c(c2)c(C#N)cn3C(C)C)sc1C(=O)O;3.98
CHEMBL3402693;Rattus norvegicus;CC(C)n1cc(C#N)c2cc(-c3ncc(C(=O)O)s3)ccc21;0.94
CHEMBL3402630;Rattus norvegicus;CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2cccc(Cl)c2Cl)ccc1O;2.417
CHEMBL3402584;Rattus norvegicus;CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1;0.4218
CHEMBL3402161;Mus musculus;COc1cc(N2CCN(C(=O)Cn3cnc4cc(C(F)(F)F)ccc43)C[C@@H]2C)ccc1-c1cnc(C)o1;773.1
CHEMBL3401745;Mus musculus;CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NCCCCCCO)ccc3OCC)nc12;0.38
CHEMBL3401689;Rattus norvegicus;O=C(O)CCCN1CC(c2nnn[nH]2)Oc2c(NC(=O)c3ccc(OCCCCc4ccccc4)cc3)cccc21;0.04
CHEMBL3401688;Rattus norvegicus;O=C(O)CCCN1CC(C(=O)O)Oc2c(CCc3ccc(OCCCCc4ccccc4)cc3)cccc21;12.0
CHEMBL3401687;Rattus norvegicus;O=C(O)CCCN1CC(C(=O)O)Oc2c(/C=C/c3ccc(OCCCCc4ccccc4)cc3)cccc21;21.0
CHEMBL3401686;Rattus norvegicus;O=C(O)CCCN1CC(C(=O)O)Oc2c(OCc3ccc(OCCCCc4ccccc4)cc3)cccc21;5.6
CHEMBL3400965;Rattus norvegicus;Cc1oc(=O)oc1COC(=O)c1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1.Cl;0.0817
CHEMBL3400964;Rattus norvegicus;Cc1oc(=O)oc1COC(=O)c1ccc2c(c1)c1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3Cl)c1c(=O)n2C.Cl;0.0148
CHEMBL3400963;Rattus norvegicus;Cc1oc(=O)oc1COC(=O)c1ccc2c(c1)c1nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3Cl)c1c(=O)n2C.Cl;0.0941
CHEMBL3400467;Rattus norvegicus;CN(c1ccc(Cl)cc1)c1nc(=O)c2cccnc2s1;0.4251
CHEMBL3398175;Mus musculus;COc1cc([C@H]2CCN(CCO)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1;0.097
CHEMBL3398174;Mus musculus;COc1cc([C@@H]2CCN(CCO)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1;0.085
CHEMBL339798;Rattus norvegicus;CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2F)cc1;3.21
CHEMBL3394868;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C;3e-05
CHEMBL3394822;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1cc2ccc(-c3cc4sc(-c5ccc6[nH]c([C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C)nc6c5)cc4s3)cc2[nH]1)C(C)C;2e-05
CHEMBL3394817;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1ncc(-c2ccc(-c3cc4sc(-c5ccc6[nH]c([C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C)nc6c5)cc4s3)cc2)[nH]1)C(C)C;1e-05
CHEMBL3394814;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc2cc(-c3cc4sc(-c5ccc6nc([C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C)oc6c5)cc4s3)ccc2[nH]1)C(C)C;1e-05
CHEMBL3394003;Mus musculus;CSc1c[nH]c(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)c1;0.25
CHEMBL3393730;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5s4)s3)cc2)[nH]1)C(C)C;0.01
CHEMBL3393348;Rattus norvegicus;N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1;0.181
CHEMBL339277;Rattus norvegicus;CCCn1cc(Cc2ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc2OC)c2cc(C(=O)NCC3CCCC3)ccc21;0.106
CHEMBL3392136;Rattus norvegicus;CCN(CC)CC(=O)N=S(C)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1.Cl;3.28
CHEMBL338537;Rattus norvegicus;CN(C)C(=O)N1CCN(S(=O)(=O)N2CC=C(c3ccc(F)cc3)CC2)[C@@H](C(=O)NO)C1;1.05
CHEMBL338485;Rattus norvegicus;N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3=O)c(Cl)c1;3.108
CHEMBL337917;Rattus norvegicus;CCCN(CCC)C(=O)Cc1c(-c2ccccc2)nc2ccc(C(=O)OC)cn12;0.0053
CHEMBL337489;Rattus norvegicus;Cn1c(-c2ccccc2)cc2c(N3CCCC3)nc(N3CCCC3)nc21;1.42
CHEMBL337301;Rattus norvegicus;COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c12;0.09
CHEMBL336293;Rattus norvegicus;O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2ccccc12;1.037
CHEMBL336116;Rattus norvegicus;CCNC(=O)NCC(=O)N(C)c1ccc(Cl)c(COc2cccn3c(Br)c(C)nc23)c1Cl;52.6
CHEMBL3360476;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)Oc2ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc2C3(C)C)[nH]1)C(C)C;12.37
CHEMBL3360472;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(=O)c4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4oc3c2)[nH]1)C(C)C;0.0965
CHEMBL3360471;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)Oc2ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc2O3)[nH]1)C(C)C;0.339
CHEMBL3360462;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)Cc2ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc2O3)[nH]1)C(C)C;0.38
CHEMBL3360455;Rattus norvegicus;COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc([C@H]3CC[C@H](c4cnc([C@@H]5CCCN5C(=O)[C@@H](c5ccccc5)N(C)C)[nH]4)CC3)cc2)[nH]1)c1ccccc1;0.0541
CHEMBL3360442;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(C34CCC(c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)(CC3)CC4)cc2)[nH]1)C(C)C;19.1
CHEMBL3360356;Rattus norvegicus;O=C(Nc1nc2cccc(-c3ccc(CN4CCC(F)(F)CC4)cc3)n2n1)C1CC1;0.547
CHEMBL3360353;Rattus norvegicus;O=C(Nc1nc2cccc(-c3ccc(CN4CCOCC4)cc3)n2n1)C1CC1;0.863
CHEMBL3360317;Mus musculus;COc1nc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)cs1;1.675
CHEMBL3360312;Mus musculus;COc1cncc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1;0.271
CHEMBL3360305;Mus musculus;COc1cccc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1;1.28
CHEMBL3360252;Mus musculus;CCCCCCc1ccc(Oc2ccccc2C#N)c(O)c1;0.28
CHEMBL3359942;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc([C@H]3CC[C@H](c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)CC3)cc2)[nH]1)C(C)C;0.554
CHEMBL3359936;Rattus norvegicus;COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(N3CCC(c4cnc([C@@H]5CCCN5C(=O)[C@H](NC(=O)OC)c5ccccc5)[nH]4)CC3)c(F)c2)[nH]1)c1ccccc1;0.0415
CHEMBL3359827;Rattus norvegicus;CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)C(C)(C)N)C(C)C;0.0194
CHEMBL3359730;Rattus norvegicus;CCn1c(-c2ccc(OCCN(C)c3ccccn3)cc2)nc2c1c(=O)n(Cc1ccccc1C#N)c(=O)n2C.Cl;1.742
CHEMBL3359703;Rattus norvegicus;CCn1c(-c2ccc(OCCN(C)c3ccccn3)cc2)nc2c1c(=O)n(Cc1ccccc1C#N)c(=O)n2C;0.05441
CHEMBL3359523;Rattus norvegicus;CC(C)Oc1ccc(COc2ccc3c(c2)c(Cl)c2n3CC[C@@H]2CC(=O)O)cc1C(F)(F)F;0.584
CHEMBL3359522;Rattus norvegicus;CC(C)Oc1ccc(COc2ccc3c(c2)c(Cl)c2n3CC[C@@H]2CC(=O)O)cc1C#N;0.618
CHEMBL3359520;Rattus norvegicus;CC(C)Oc1ccc(COc2ccc3c(c2)cc2n3CCC2CC(=O)O)cc1C#N;0.569
CHEMBL3359092;Oryctolagus cuniculus;COc1cccc(CNC(=O)c2nc3ccc(F)c(OCCc4ccc(C(=O)[O-])cc4)c3c(=O)[nH]2)c1.[Na+];2.293
CHEMBL3359014;Rattus norvegicus;O=C(O)c1ccccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1;7.827
CHEMBL3358955;Rattus norvegicus;O=C(O)CC1CCn2c1cc1cc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)ccc12;0.526
CHEMBL3358920;Rattus norvegicus;O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21;0.218
CHEMBL3358396;Rattus norvegicus;Cn1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O;0.1697
CHEMBL3358270;Mus musculus;CCCc1cc(C(=O)N[C@H](Cc2ccc(-c3cccc(OC(F)(F)F)c3)nc2)C(=O)N[C@@H]2CCNC2)sc1C;0.067
CHEMBL3358158;Rattus norvegicus;Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(C(F)(F)F)ccc3o2)NC(=O)NC1=O;3.2
CHEMBL3358156;Rattus norvegicus;Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O;4.1
