chembl_id;organism;canonical_smiles;Cmax /ug.mL-1
CHEMBL3358155;Rattus norvegicus;O=C1NC(=O)[C@](CNC(=O)c2cc3cc(Cl)ccc3o2)(c2nccs2)N1;6.9
CHEMBL3357813;Rattus norvegicus;CCCC(OC(=O)c1ccccc1OC(C)=O)O[N+](=O)[O-];18.57
CHEMBL3357812;Rattus norvegicus;CCC(OC(=O)c1ccccc1OC(C)=O)O[N+](=O)[O-];26.12
CHEMBL3357807;Rattus norvegicus;COc1ccc2cc([C@H](C)C(=O)OC(C)O[N+](=O)[O-])ccc2c1;49.37
CHEMBL3357782;Rattus norvegicus;N[C@@H](CC(=O)N1[C@H](CNS(=O)(=O)C(F)(F)F)C[C@@H]2CCCC[C@@H]21)Cc1cc(F)c(F)cc1F;0.8517
CHEMBL3357780;Rattus norvegicus;Cc1ccc(S(=O)(=O)NC[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1;0.3603
CHEMBL3357767;Rattus norvegicus;CCOC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;0.194
CHEMBL335759;Rattus norvegicus;C1CCc2c(c3c(N4CCCC4)nc(N4CCCC4)nc3n2CCN2CCOCC2)C1;19.4
CHEMBL3357391;Rattus norvegicus;CN(C)CCn1c(CC(C)(C)C)nc2cc(S(=O)(=O)C3CN(CCO)C3)ccc21;1.8
CHEMBL3357339;Rattus norvegicus;Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n([C@H](C)CO)c2n1;0.087
CHEMBL3356474;Rattus norvegicus;C[C@@H]1C(=O)NN=C2COc3cc(C(F)(F)F)c(NC4CNC4)cc3N21;0.342
CHEMBL3356472;Rattus norvegicus;C[C@@H]1C(=O)NN=C2COc3cc(-c4ccccc4)c(NC4CNC4)cc3N21;0.0053
CHEMBL3356470;Rattus norvegicus;Cc1cc2c(cc1NC1CNC1)N1C(=NNC(=O)[C@H]1C)CO2;0.0087
CHEMBL3355610;Rattus norvegicus;[2H]C([2H])([2H])C([2H])([2H])c1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;51625.0
CHEMBL3355609;Rattus norvegicus;[2H]C([2H])([2H])c1cc(Br)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;35300.0
CHEMBL3355608;Rattus norvegicus;[2H]C([2H])([2H])c1cc(Cl)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;8945.0
CHEMBL3355603;Rattus norvegicus;[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Br)C=C(C(=O)O)C(C(F)(F)F)O2;21300.0
CHEMBL3355602;Rattus norvegicus;[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Cl)C=C(C(=O)O)C(C(F)(F)F)O2;38750.0
CHEMBL3355430;Rattus norvegicus;O=C(O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1;1.553
CHEMBL3355112;Rattus norvegicus;C[C@@H]1C(=O)NN=C2COc3cc(C(F)(F)F)c(NC4(C)CNC4)cc3N21;0.16
CHEMBL3354952;Rattus norvegicus;CC(C)(CO)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1C[C@H]1C[C@@H]21;0.808
CHEMBL3354935;Rattus norvegicus;CC(C)(NC(=O)c1nn(C(C)(C)C)c2c1C[C@H]1C[C@@H]21)c1ccccc1;0.033
CHEMBL3354859;Rattus norvegicus;[O-][S+](c1cccc(OC(F)(F)F)c1)c1c(O)c(-c2cccnc2)cc2ccccc12;0.0404
CHEMBL335449;Rattus norvegicus;Cc1c(N2CC[C@@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12;0.08
CHEMBL3353742;Rattus norvegicus;Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc(OCC(=O)O)c(F)c2)c1;1.17
CHEMBL3353597;Rattus norvegicus;O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1;2.3
CHEMBL3353541;Rattus norvegicus;C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12;0.705
CHEMBL3353410;Rattus norvegicus;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;0.111
CHEMBL3353359;Mus musculus;CN1CCN(Cc2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)Nc5ccccc56)ccc34)cc2)CC1;0.19
CHEMBL3353357;Mus musculus;Cc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5CCOCC5)cc4)n[nH]c3c1)C(=O)N2;2.1
CHEMBL3353356;Mus musculus;O=C1Nc2ccc(F)cc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(CN4CCOCC4)cc3)n[nH]c2c1;3.7
CHEMBL3353355;Rattus norvegicus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5CCOCC5)cc4)n[nH]c3c1)C(=O)N2;3.5
CHEMBL3353354;Mus musculus;O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(CN4CCOCC4)cc3)n[nH]c2c1;1.8
CHEMBL3353348;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN(C)C)cc4)n[nH]c3c1)C(=O)N2;0.3
CHEMBL3353347;Mus musculus;CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)cc1;0.29
CHEMBL3353346;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5CCCCC5)nc4)n[nH]c3c1)C(=O)N2;0.29
CHEMBL3353342;Mus musculus;O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3cccnc3)n[nH]c2c1;0.037
CHEMBL3353341;Mus musculus;COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2;0.2
CHEMBL3353340;Mus musculus;O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1;1.7
CHEMBL3353338;Mus musculus;O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2cn[nH]c2c1;1.2
CHEMBL3353337;Mus musculus;O=C1Nc2ccccc2/C1=C/c1ccc2cn[nH]c2c1;0.011
CHEMBL3353031;Rattus norvegicus;CCOC(=O)Cn1c(C)c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c1CCNC2=O;5.37
CHEMBL335279;Rattus norvegicus;CC(=O)NC[C@H]1CN(c2ccc3c(c2)C[C@@H](C)N3C(=O)CO)C(=O)O1;15.1
CHEMBL335131;Mus musculus;Cc1c(CSc2nc3ccccc3[nH]2)cccc1SCCOC(=O)Nc1ccc(F)c(F)c1;0.398
CHEMBL335071;Rattus norvegicus;c1ccc2c(c1)c1c(N3CCCC3)nc(N3CCCC3)nc1n2CCN1CCOCC1;14.7
CHEMBL3350306;Mus musculus;CN[C@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)C1;9.8
CHEMBL3350272;Mus musculus;C[C@@H]1C[C@@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C(C)(C)C;7.7
CHEMBL334835;Rattus norvegicus;Cn1c(-c2ccc(O)cc2)cc2c(N3CCCC3)nc(N3CCCC3)nc21;0.72
CHEMBL3347370;Mus musculus;COc1cccc2c(C(=O)N3C[C@H](C)N(C)[C@H](C)C3)cn(CC3CCCCC3)c12.Cl;0.593
CHEMBL3347369;Mus musculus;COc1cccc2c(C(=O)N3CCN(C)[C@@H](C)C3)cn(CC3CCCCC3)c12.Cl;0.62
CHEMBL3343116;Rattus norvegicus;CCN(Cc1ccccc1-n1cc(CC(=O)O)c2ccc(C(F)(F)F)cc21)C(=O)C1CC1;1.9
CHEMBL3343113;Rattus norvegicus;CCN(Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(C)nc12)C(=O)C1CC1;0.366
CHEMBL3343111;Rattus norvegicus;CCN(Cc1cc(F)ccc1-c1cn(CC(=O)O)c2ccccc12)C(=O)C1CC1;0.431
CHEMBL3343004;Rattus norvegicus;CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1;1.61
CHEMBL3342955;Rattus norvegicus;O=C(O)CCCN1CC(C(=O)O)Oc2c(NC(=O)c3ccc(OCCCCc4ccccc4)cc3)cccc21;0.21
CHEMBL3342849;Rattus norvegicus;CC(C)C(=O)NCc1ccc(Cl)c(-c2nc3cc(-c4ccc(C(F)(F)F)cc4)ncc3c(=O)[nH]2)c1;0.072
CHEMBL3342735;Mus musculus;CC(C)c1cc(-c2noc(NC(=O)C3CC3)c2-c2ccc(CN3CCC(N4CCOCC4)CC3)cc2)c(O)cc1O;0.149
CHEMBL3342720;Mus musculus;CC(C)c1cc(-c2noc(NC(=O)C3CC3)c2-c2ccc(CN3CCOCC3)cc2)c(O)cc1O;0.438
CHEMBL3342570;Rattus norvegicus;Cc1cc(Br)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;11523.0
CHEMBL3342568;Rattus norvegicus;Cc1cc2c(c(C)c1Br)C=C(C(=O)O)C(C(F)(F)F)O2;5338.0
CHEMBL3341938;Rattus norvegicus;Cl.NC(CO)(CO)CCc1ccc(-c2coc(Cc3ccc(Cl)cc3)n2)cc1;0.109
CHEMBL3341937;Rattus norvegicus;Cl.NC(CO)(CO)CCc1ccc(-c2coc(-c3ccc(Cl)cc3)n2)cc1;0.0285
CHEMBL3341936;Rattus norvegicus;COc1ccc(-c2nc(-c3ccc(CCC(N)(CO)CO)cc3)co2)cc1.Cl;0.00951
CHEMBL3341932;Rattus norvegicus;NC(CO)(CCc1ccc(-c2coc(Cc3ccc(Cl)cc3)n2)cc1)COP(=O)(O)O;0.5
CHEMBL3341920;Rattus norvegicus;NC(CO)(CCc1ccc(-c2coc(-c3ccc(Cl)cc3)n2)cc1)COP(=O)(O)O;0.126
CHEMBL3341918;Rattus norvegicus;COc1ccc(-c2nc(-c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)co2)cc1;0.0267
CHEMBL3341854;Rattus norvegicus;C=CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCc5cn(CC(=O)NCCCC[C@H](NC(=O)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc6cnc[nH]6)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(N)=O)nn5)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2;40400.0
CHEMBL333969;Rattus norvegicus;COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(C(=N)N)cs1)C(c1ccccc1)c1ccccc1;4.6
CHEMBL3338423;Mus musculus;COc1ccc(-c2cc3cc(CNc4ccc(C)cc4)cc(C)c3oc2=O)cc1;0.105
CHEMBL3338215;Rattus norvegicus;COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.Cl;1506.0
CHEMBL3338195;Rattus norvegicus;COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N;519.0
CHEMBL3338150;Rattus norvegicus;CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)n2cccnc12)C(=O)C1CC1;0.91
CHEMBL3338149;Rattus norvegicus;CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2cccnc21)C(=O)C1CC1;0.926
CHEMBL3338145;Rattus norvegicus;CCN(Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccccc12)C(=O)C1CC1;0.571
CHEMBL3338144;Rattus norvegicus;CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccccc12)C(=O)C1CC1;0.55
CHEMBL3338130;Rattus norvegicus;Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CC(C)(C)NC2=O;0.126
CHEMBL3338109;Rattus norvegicus;COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1;0.036
CHEMBL3338105;Rattus norvegicus;Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c2c(n1CC(=O)O)CCNC2=O;5.74
CHEMBL3338076;Mus musculus;CNC(=O)Nc1ncc(SCCCOC)cc1Oc1cccnc1C;2.32
CHEMBL3337527;Rattus norvegicus;CCCCn1ccc(N2CCC(c3ccccc3)CC2)c(Cl)c1=O;0.938
CHEMBL3337526;Rattus norvegicus;CC(C)Cn1ccc(N2CCC(c3ccccc3)CC2)c(Cl)c1=O;1.357
CHEMBL3337524;Rattus norvegicus;O=c1c(Cl)c(N2CCC(c3ccccc3)CC2)ccn1CC1CC1;0.986
CHEMBL3337510;Rattus norvegicus;N#Cc1c(N2CCC(c3ccccc3)CC2)ccn(CC2CC2)c1=O;1.407
CHEMBL3334797;Rattus norvegicus;CN(C)CCC(c1ccc(Cl)c(Cl)c1)N1CCOCC1;0.0485
CHEMBL3334567;Mus musculus;C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21;4.947
CHEMBL3334551;Mus musculus;OCCn1cc(-c2cnc3nnn(Cc4ccn5nccc5c4)c3n2)cn1;1.92
CHEMBL3334542;Mus musculus;Cn1cc(-c2cnc3nnn(Cc4ccc5nccn5c4)c3n2)cn1;1.383
CHEMBL3331521;Rattus norvegicus;CCCCOc1cncc(-c2nnc3c(C)nc4ccc(CN5CCOCC5)cc4n23)c1;0.658
CHEMBL3331503;Rattus norvegicus;CC(C)N(Cc1ccc(Cl)c(Cl)c1)CC1CNC1.Cl;0.11
CHEMBL3330823;Rattus norvegicus;COc1ccc(-n2cnc3c(-c4ccccc4C)csc3c2=O)cc1;0.19
CHEMBL3330493;Rattus norvegicus;O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3NC[C@@H]12)c1ccc(Cl)s1;0.565
CHEMBL3330490;Rattus norvegicus;O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3CC[C@@H]12)c1ccc(Cl)s1;3.02
CHEMBL3330486;Rattus norvegicus;O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3S(=O)(=O)C[C@@H]12)c1ccc(Cl)s1;0.917
CHEMBL3330482;Rattus norvegicus;O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3SC[C@@H]12)c1ccc(Cl)s1;0.167
CHEMBL3330462;Rattus norvegicus;NS(=O)(=O)c1ccccc1-c1ccc2c(c1)OC[C@H]1[C@H](CNC(=O)c3ccc(Cl)s3)OC(=O)N21;3.626
CHEMBL3330461;Rattus norvegicus;CS(=O)(=O)c1ccccc1-c1ccc2c(c1)OC[C@H]1[C@H](CNC(=O)c3ccc(Cl)s3)OC(=O)N21;6.763
CHEMBL3330444;Rattus norvegicus;O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCCCC4=O)cc3OC[C@@H]12)c1ccc(Cl)s1;6.927
CHEMBL3330442;Rattus norvegicus;O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3OC[C@@H]12)c1ccc(Cl)s1;11.9
CHEMBL3330410;Mus musculus;NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)C(c4ccsc4)N4CCCC4)cc23)c1;0.007
CHEMBL3330409;Mus musculus;CCc1ccccc1C(C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)N(C)C;0.13
CHEMBL3330281;Mus musculus;NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)NC(c4ccccc4)C4CC4)cc23)c1;0.015
CHEMBL3330226;Mus musculus;O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12;1.3
CHEMBL3330073;Rattus norvegicus;N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;1.121
CHEMBL3330060;Rattus norvegicus;N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;0.509
CHEMBL3329874;Mus musculus;CCCCCCCCc1ccc(OCC(=O)c2nc(C(=O)OCC)cs2)cc1;2.7
CHEMBL3329822;Rattus norvegicus;CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(F)c[n+]1[O-])N(O)C=O;1.302
CHEMBL3329821;Rattus norvegicus;O=CN(O)C[C@@H](CC1CCCC1)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc(F)c[n+]1[O-];0.956
CHEMBL3329819;Rattus norvegicus;Cc1cnc(NC(=O)[C@@H]2C=CCN2C(=O)[C@H](CC2CCCC2)CN(O)C=O)s1;4.565
CHEMBL3329700;Rattus norvegicus;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(C(N)=O)nc21;0.103
CHEMBL3329699;Rattus norvegicus;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(CO)nc21;0.00352
CHEMBL3329698;Rattus norvegicus;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(C(F)(F)F)nc21;0.256
CHEMBL3329696;Rattus norvegicus;Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N;1.25
CHEMBL3329684;Mus musculus;COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)NCCN3CCCC3)c2C)c(F)c1;0.6535
CHEMBL3329641;Rattus norvegicus;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CC[C@@H](N)C3)ccnc21;0.291
CHEMBL3329633;Rattus norvegicus;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cccc21;0.198
CHEMBL3329632;Rattus norvegicus;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ncnc21;0.086
CHEMBL3329627;Rattus norvegicus;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;0.175
CHEMBL3329528;Rattus norvegicus;O=C(C1CC1)N1CC2CC(C1)N2;0.2
CHEMBL332819;Rattus norvegicus;N=C(N)c1cc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)cs1;4.6
CHEMBL332764;Rattus norvegicus;N=C(N)c1cc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(N)(=O)=O)C(c2ccccc2)c2ccccc2)cs1;0.5
CHEMBL3327092;Mus musculus;NC(CO)(CO)CO.O=C(O)CCc1ccc2c(c1)c(CCc1ccccc1)cn2-c1ccc(Oc2ccccc2)cc1;5.12
CHEMBL3327090;Mus musculus;NC(CO)(CO)CO.O=C(O)CCc1ccc2c(c1)c(CCc1ccccc1)cn2-c1ccc(OC(F)F)cc1;24.5
CHEMBL3327089;Mus musculus;NC(CO)(CO)CO.O=C(O)CCc1ccc2c(c1)c(CCc1ccccc1)cn2-c1ccc(OCCO)cc1;52.2
CHEMBL3326667;Rattus norvegicus;Cc1nc(S(C)(=O)=O)ccc1Oc1ncnc(OC2CCN(C(=O)OC3(C)CC3)CC2)c1F;0.000376
CHEMBL3326639;Rattus norvegicus;COc1ccc(O[C@@H]([C@H](COC(c2ccccc2)(c2ccccc2)c2ccccc2)N=[N+]=[N-])[C@H](Oc2ccc(OC)cc2)c2cnc(N(C)C)nc2)cc1;3.07
CHEMBL3326588;Rattus norvegicus;Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(Cl)ccc43)cccc2cn1;1.3
CHEMBL3326454;Rattus norvegicus;CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@H](O)[C@@H]12;0.079
CHEMBL3326217;Rattus norvegicus;COc1ccc(O[C@H](c2cnc(N(C)C)nc2)[C@@H](Oc2ccc(OC)cc2)[C@@H](COC(c2ccccc2)(c2ccccc2)c2ccccc2)OS(C)(=O)=O)cc1;12.9
CHEMBL3326188;Rattus norvegicus;CCCCCc1ccc(-c2ccoc2C(=O)NNC(=O)c2ccc(O)c([N+](=O)[O-])c2)cc1;0.411
CHEMBL3326128;Mus musculus;COc1ccc(OC)c(Sc2ccc3nnc(-c4cnn(C)c4)n3n2)c1;0.2
CHEMBL332370;Rattus norvegicus;CCCC[C@]1(CC)CS(=O)(=O)c2cc(OC)c(OC)cc2[C@@H](c2ccccc2)N1;0.1
CHEMBL3322727;Mus musculus;Cc1c(C2CN(C(=O)/C=C/c3cnc4c(c3)CNCC(=O)N4)C2)oc2ccccc12;2.25
CHEMBL3322720;Mus musculus;Cc1c(C2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)oc2ccc(Cl)cc12;8.1
CHEMBL3322718;Mus musculus;Cc1c(C2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)oc2ccccc12;8.95
CHEMBL3322717;Mus musculus;Cc1c(C2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)sc2ccccc12;2.79
CHEMBL3322716;Mus musculus;O=C1CCc2cc(/C=C/C(=O)N3CC(c4nc5ccccc5s4)C3)cnc2N1;14.4
CHEMBL3322710;Mus musculus;Cc1ccccc1OCC1CN(C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)C1;7.6
CHEMBL3322709;Mus musculus;O=C1CCc2cc(/C=C/C(=O)N3CC(COc4ccc(F)cc4)C3)cnc2N1;15.1
CHEMBL332250;Rattus norvegicus;CCSCCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C;0.9
CHEMBL3322421;Mus musculus;NS(=O)(=O)c1ccc(N2CCN=C2c2ccc(Cl)c(Cl)c2)cc1;0.267
CHEMBL3321846;Mus musculus;CN1CCN(C(=O)c2cnc(O)nc2Oc2cc(Cl)ccc2Cl)c2ccccc21;0.2364
CHEMBL3318585;Mus musculus;O=C(c1ccc(-c2cccc(Cl)c2)cc1)N1CC2CCC(C1)N2c1ncccn1;4.5
CHEMBL331847;Rattus norvegicus;N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(N)(=O)=O)C(c2ccccc2)c2ccccc2)cc1F;2.4
CHEMBL3318100;Mus musculus;COc1cc(C(=O)c2ccn(-c3cccc(N)c3)c2)cc(OC)c1OC;3.404
CHEMBL3318007;Rattus norvegicus;O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F;0.08
CHEMBL3318006;Mus musculus;O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F;3.7
CHEMBL3318001;Mus musculus;C[C@]1(C(=O)O)CCCC[C@@H]1Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F;1.3
CHEMBL3318000;Rattus norvegicus;O=C(O)[C@H]1CCCC[C@@H]1Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F;0.03
CHEMBL3317991;Rattus norvegicus;Cn1cncc1C(=O)N[C@@H]1CCC[C@H](Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)C1;0.6
CHEMBL3317988;Rattus norvegicus;O=C(N[C@@H]1CCC[C@H](Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)C1)N1CCOCC1;0.2
CHEMBL3317976;Mus musculus;OC[C@H](O)CN1CCC[C@H](Nc2nc(-c3c[nH]c4ncc(Cl)cc34)ncc2F)C1;1.2
CHEMBL3317857;Rattus norvegicus;O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1;231.0
CHEMBL331771;Rattus norvegicus;N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(N)(=O)=O)C(c2ccccc2)c2ccccc2)cc1;2.8
CHEMBL331742;Rattus norvegicus;N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(N)(=O)=O)C(c2ccccc2)c2ccccc2)s1;2.2
CHEMBL331571;Rattus norvegicus;COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)nc1)C(c1ccccc1)c1ccccc1;14.0
CHEMBL3315042;Mus musculus;Cn1cc(-c2ccc(Oc3nccnc3-c3ccncc3)cc2)c2ncccc21;5.49
CHEMBL3314229;Rattus norvegicus;CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O;0.114
CHEMBL3314228;Rattus norvegicus;CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccncc1)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O;0.09
CHEMBL3314224;Rattus norvegicus;CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O;0.1
